trumpApprove,commonweight,birthyr,gender,race,hispanic,educ,region,age_bin,gender_bin,race_bin,educ_bin,party_id,inputstate
0,0.905472480051339,1989,2,1,2,5,1,30-44,Female,White,College degree,1,36
0,0.752972049029445,1963,2,1,2,5,2,45-64,Female,White,College degree,3,26
1,0.388727203590744,1995,2,1,2,5,2,18-29,Female,White,College degree,2,27
1,1.10553328064483,1972,2,1,2,5,3,45-64,Female,White,College degree,3,12
0,0.801791754525914,1974,1,1,2,6,3,45-64,Male,White,Postgraduate,3,24
0,0.220243644501357,1953,1,3,NA,6,4,65+,Male,Hispanic,Postgraduate,1,6
0,0.983993502539591,1947,2,1,2,5,1,65+,Female,White,College degree,1,42
0,0.50366088303374,1952,1,1,2,5,1,65+,Male,White,College degree,1,36
0,0.794550349943579,1954,2,1,2,5,2,65+,Female,White,College degree,1,39
0,0.346898402199326,1985,1,1,2,6,2,30-44,Male,White,Postgraduate,1,55
0,0.604519510317654,1962,2,1,2,5,3,45-64,Female,White,College degree,1,12
1,1.37157919495841,1967,2,1,2,3,3,45-64,Female,White,Some college,2,40
0,0.68289564459244,1955,2,1,2,6,1,65+,Female,White,Postgraduate,3,25
1,1.04943536985859,1961,2,1,2,3,1,45-64,Female,White,Some college,2,42
0,0.801582198223675,1949,2,1,2,4,1,65+,Female,White,Some college,1,42
1,0.890485654900376,1951,1,1,2,6,3,65+,Male,White,Postgraduate,2,48
1,0.637944845902348,1963,2,1,2,2,2,45-64,Female,White,H.S. or less,5,20
1,0.677097315968103,1988,2,1,2,4,1,30-44,Female,White,Some college,2,42
0,0.616716761642479,1948,1,1,2,3,3,65+,Male,White,Some college,3,12
0,0.64476155821584,1989,2,1,2,5,2,30-44,Female,White,College degree,1,39
0,0.572780142973936,1986,1,1,2,6,3,30-44,Male,White,Postgraduate,3,51
0,0.701007723524949,1989,2,1,2,5,4,30-44,Female,White,College degree,3,41
0,0.42719992844286,1947,2,1,2,5,1,65+,Female,White,College degree,2,34
0,0.409504705018464,1995,2,1,2,6,3,18-29,Female,White,Postgraduate,1,24
0,0.895425620026484,1965,2,1,2,3,2,45-64,Female,White,Some college,1,26
1,1.05296988287757,1954,2,1,2,2,3,65+,Female,White,H.S. or less,2,12
1,1.19383046006006,1970,1,1,2,5,3,45-64,Male,White,College degree,2,12
1,0.951217126468108,1956,2,1,2,6,3,45-64,Female,White,Postgraduate,2,12
0,1.01261821248573,1948,2,1,2,5,2,65+,Female,White,College degree,3,55
0,0.709237723973563,1952,1,1,2,4,4,65+,Male,White,Some college,3,53
1,0.547808739542587,1958,1,1,2,4,3,45-64,Male,White,Some college,2,48
1,0.739990774059411,1965,2,1,2,6,3,45-64,Female,White,Postgraduate,3,12
0,0.748286693576655,1947,1,1,2,6,4,65+,Male,White,Postgraduate,1,6
0,1.12779053534917,1958,1,1,2,6,1,45-64,Male,White,Postgraduate,2,23
0,0.504084549479656,1983,2,1,2,6,4,30-44,Female,White,Postgraduate,1,41
0,0.611436139681782,1982,2,1,2,6,3,30-44,Female,White,Postgraduate,1,21
0,0.916295355648008,1963,2,1,2,4,4,45-64,Female,White,Some college,3,8
0,0.663752680732983,1955,2,1,2,5,3,65+,Female,White,College degree,1,51
1,1.10016248192872,1945,1,1,2,3,3,65+,Male,White,Some college,3,51
1,0.925863794955457,1955,2,1,2,3,3,65+,Female,White,Some college,2,24
1,1.19407379484777,1952,2,1,2,6,3,65+,Female,White,Postgraduate,2,12
0,1.22398351881641,1945,2,1,2,6,1,65+,Female,White,Postgraduate,1,34
1,0.963172276633365,1951,1,1,2,4,3,65+,Male,White,Some college,2,48
0,0.748286693576655,1947,1,1,2,6,4,65+,Male,White,Postgraduate,1,6
0,0.607316834400429,1978,2,1,2,4,4,30-44,Female,White,Some college,1,6
0,0.72542199411727,1957,2,1,2,5,3,45-64,Female,White,College degree,1,47
0,0.829702949182296,1957,2,1,2,5,2,45-64,Female,White,College degree,3,39
0,0.834876495446892,1955,2,1,2,5,3,65+,Female,White,College degree,3,51
1,1.27374173926134,1949,1,1,2,5,3,65+,Male,White,College degree,3,12
0,2.97315281004202,1957,1,1,2,3,3,45-64,Male,White,Some college,3,48
1,0.954782680089158,1953,2,1,2,3,2,65+,Female,White,Some college,2,55
1,0.530187241108151,1966,1,1,2,4,2,45-64,Male,White,Some college,3,29
0,0.68599436037255,1988,1,1,2,6,3,30-44,Male,White,Postgraduate,1,45
0,0.771195036031683,1973,2,1,2,5,1,45-64,Female,White,College degree,1,42
1,1.1984744408647099,1972,2,1,2,4,3,45-64,Female,White,Some college,2,47
0,0.885236447223519,1950,1,1,2,5,4,65+,Male,White,College degree,1,6
0,0.790312820784719,1956,2,1,2,3,4,45-64,Female,White,Some college,3,53
0,0.386228676052501,1948,1,3,NA,6,3,65+,Male,Hispanic,Postgraduate,1,48
0,0.498211794039625,1982,2,1,2,5,3,30-44,Female,White,College degree,1,48
1,0.744144612316507,1991,1,1,2,6,1,18-29,Male,White,Postgraduate,3,36
1,1.09507674901222,1965,2,1,2,3,3,45-64,Female,White,Some college,4,48
0,2.97624211391743,1952,2,1,2,6,4,65+,Female,White,Postgraduate,1,53
0,0.652263590710587,1961,1,1,2,3,4,45-64,Male,White,Some college,1,35
0,0.477766995809449,1949,1,1,2,5,3,65+,Male,White,College degree,3,12
1,1.09638200992709,1956,2,6,2,6,1,45-64,Female,Other,Postgraduate,3,23
0,0.254353959590223,1978,2,3,NA,3,4,30-44,Female,Hispanic,Some college,3,16
0,0.461262346551413,1976,2,1,2,2,2,30-44,Female,White,H.S. or less,1,55
0,0.724090647997329,1958,2,1,2,3,3,45-64,Female,White,Some college,1,13
0,0.576731210936192,1959,2,1,2,4,2,45-64,Female,White,Some college,1,18
1,0.523196715748683,1949,1,1,2,6,3,65+,Male,White,Postgraduate,2,22
0,0.482055050614501,1965,1,1,2,5,1,45-64,Male,White,College degree,3,42
0,0.560274731701827,1943,1,1,2,6,3,65+,Male,White,Postgraduate,3,48
0,0.924597287508268,1956,1,1,2,5,4,45-64,Male,White,College degree,1,4
0,0.555454320744839,1945,2,1,2,2,4,65+,Female,White,H.S. or less,1,6
0,1.59553056335024,1955,2,1,2,3,3,65+,Female,White,Some college,3,13
0,0.672372308004737,1952,1,1,2,6,2,65+,Male,White,Postgraduate,1,17
0,0.804694765254449,1974,2,1,2,6,4,45-64,Female,White,Postgraduate,1,6
1,0.536249385816561,1971,2,1,2,2,3,45-64,Female,White,H.S. or less,2,12
0,0.966474671441514,1979,1,1,2,5,4,30-44,Male,White,College degree,3,8
1,1.51427559430565,1965,1,1,2,5,1,45-64,Male,White,College degree,3,36
0,0.351788066766568,1968,1,1,2,6,3,45-64,Male,White,Postgraduate,1,54
0,0.652801519187973,1967,1,1,2,5,3,45-64,Male,White,College degree,1,12
0,8.89875486477411,1938,2,6,1,2,1,65+,Female,Hispanic,H.S. or less,1,9
0,0.627510658987438,1953,2,1,2,5,2,65+,Female,White,College degree,4,20
0,0.948288284602004,1945,2,1,2,6,1,65+,Female,White,Postgraduate,1,36
1,0.830860848714336,1940,2,1,2,4,1,65+,Female,White,Some college,2,34
0,0.457247773697492,1963,2,1,2,4,2,45-64,Female,White,Some college,1,27
0,0.889894642043699,1947,2,1,2,3,1,65+,Female,White,Some college,1,9
1,0.868355405168129,1963,2,5,2,5,1,45-64,Female,Other,College degree,2,25
0,0.608456887020096,1962,1,1,2,3,2,45-64,Male,White,Some college,3,27
1,1.35070366913099,1960,2,1,2,3,3,45-64,Female,White,Some college,2,37
1,0.732337869105579,1943,1,1,2,6,4,65+,Male,White,Postgraduate,2,6
0,0.484299319557382,1952,2,1,2,6,2,65+,Female,White,Postgraduate,5,18
0,0.449817050606697,1949,1,1,2,6,2,65+,Male,White,Postgraduate,1,18
1,1.01085199513547,1955,2,1,2,3,3,65+,Female,White,Some college,2,13
1,1.22793336982934,1951,2,1,2,6,2,65+,Female,White,Postgraduate,2,55
1,1.21695011561738,1953,2,1,2,5,3,65+,Female,White,College degree,3,21
0,0.882915331480228,1942,1,1,2,6,3,65+,Male,White,Postgraduate,2,48
0,0.577065008924195,1964,1,1,2,6,1,45-64,Male,White,Postgraduate,3,36
0,1.04757726938927,1946,2,1,2,3,2,65+,Female,White,Some college,3,39
1,0.972686405052113,1961,1,1,2,3,3,45-64,Male,White,Some college,2,37
0,0.874408300254348,1961,2,1,2,4,4,45-64,Female,White,Some college,1,6
1,0.346902936077062,1948,1,5,2,4,2,65+,Male,Other,Some college,4,26
0,0.472415300471135,1998,2,1,2,5,2,18-29,Female,White,College degree,1,18
0,0.905472480051339,1986,2,1,2,5,1,30-44,Female,White,College degree,3,36
0,0.676890897803493,1954,1,1,2,5,1,65+,Male,White,College degree,3,25
0,2.08010497731308,1964,1,4,2,6,4,45-64,Male,Asian,Postgraduate,1,6
1,0.635441040606605,1969,2,1,2,2,2,45-64,Female,White,H.S. or less,1,18
0,0.55478815250992,1961,1,1,2,6,4,45-64,Male,White,Postgraduate,4,8
1,1.34980901137381,1943,1,1,2,2,2,65+,Male,White,H.S. or less,2,55
1,0.593106315823592,1967,2,1,2,5,1,45-64,Female,White,College degree,3,9
0,0.653710032640784,1977,2,1,2,6,2,30-44,Female,White,Postgraduate,1,27
0,0.631255354864128,1969,1,1,2,3,1,45-64,Male,White,Some college,3,9
1,0.836441085081405,1951,1,1,2,2,1,65+,Male,White,H.S. or less,2,36
0,1.31197503889344,1968,2,1,2,5,1,45-64,Female,White,College degree,1,23
0,0.425650878430769,1961,1,1,2,4,1,45-64,Male,White,Some college,3,25
0,0.604396884861611,1991,2,1,2,5,2,18-29,Female,White,College degree,1,18
0,0.72747185512452,1958,1,1,2,3,3,45-64,Male,White,Some college,2,48
0,0.524744116128259,1946,2,1,2,2,3,65+,Female,White,H.S. or less,1,21
1,0.950336251805048,1956,2,1,2,5,2,45-64,Female,White,College degree,3,29
0,0.925404999380615,1966,1,1,2,5,3,45-64,Male,White,College degree,1,48
0,0.792568912754206,1951,1,1,2,2,2,65+,Male,White,H.S. or less,1,55
0,0.564569479060518,1966,1,1,2,5,3,45-64,Male,White,College degree,1,21
1,0.706553779268333,1968,1,1,2,4,2,45-64,Male,White,Some college,3,29
0,0.67637986883193,1959,1,1,2,5,2,45-64,Male,White,College degree,1,55
1,0.824172466428609,1960,2,6,2,4,3,45-64,Female,Other,Some college,3,12
0,1.00065113796552,1955,2,1,2,5,4,65+,Female,White,College degree,1,53
0,0.855091784011197,1976,1,1,2,3,1,30-44,Male,White,Some college,1,34
0,0.801582198223675,1952,2,1,2,3,1,65+,Female,White,Some college,1,42
0,0.67141772339589,1943,2,1,2,3,3,65+,Female,White,Some college,1,12
0,0.578523573196549,1962,2,1,2,2,2,45-64,Female,White,H.S. or less,1,26
0,0.435731853964865,1987,1,1,2,5,2,30-44,Male,White,College degree,1,26
0,0.264221206129618,1939,1,6,2,3,2,65+,Male,Other,Some college,3,26
0,0.667901015642547,1970,2,1,2,4,3,45-64,Female,White,Some college,4,12
0,0.67141772339589,1952,2,1,2,3,3,65+,Female,White,Some college,1,12
0,0.616716761642479,1946,1,1,2,3,3,65+,Male,White,Some college,1,12
0,0.610527189050157,1957,1,1,2,3,3,45-64,Male,White,Some college,1,51
1,1.12069082578057,1956,2,1,2,4,1,45-64,Female,White,Some college,2,25
0,0.515715726501135,1957,1,1,2,5,3,45-64,Male,White,College degree,3,51
0,0.394267896199981,1968,2,1,2,4,2,45-64,Female,White,Some college,3,19
1,1.12783937174997,1936,1,1,2,3,3,65+,Male,White,Some college,2,12
0,0.484050886230333,1987,2,1,2,4,2,30-44,Female,White,Some college,3,29
0,0.733861352055008,1943,1,1,2,6,1,65+,Male,White,Postgraduate,1,42
0,0.7123974305951,1955,1,1,2,3,1,65+,Male,White,Some college,1,42
1,1.47554146876497,1951,2,1,2,5,3,65+,Female,White,College degree,3,47
0,2.83262445971906,1982,1,1,2,5,3,30-44,Male,White,College degree,2,28
0,0.427416144205791,1987,1,1,2,5,1,30-44,Male,White,College degree,1,9
0,0.749326696436817,1955,1,1,2,2,3,65+,Male,White,H.S. or less,1,12
1,1.19506726493026,1950,2,1,2,2,4,65+,Female,White,H.S. or less,2,56
0,1.22398351881641,1949,2,1,2,6,1,65+,Female,White,Postgraduate,1,34
0,0.683698551144672,1966,1,1,2,6,1,45-64,Male,White,Postgraduate,1,42
0,1.04723156718508,1973,2,1,2,5,2,45-64,Female,White,College degree,1,55
0,0.89278880340136,1976,2,1,2,6,3,30-44,Female,White,Postgraduate,1,13
0,0.59908728927926,1935,1,1,2,6,3,65+,Male,White,Postgraduate,1,51
0,0.833781785268238,1987,2,1,2,5,3,30-44,Female,White,College degree,1,51
0,1.28047591858697,1951,2,1,2,6,2,65+,Female,White,Postgraduate,3,55
1,1.3689563510021,1971,1,1,2,4,3,45-64,Male,White,Some college,3,13
0,1.09163077171254,1977,2,1,2,6,2,30-44,Female,White,Postgraduate,1,17
0,1.29805579374928,1988,1,1,2,6,1,30-44,Male,White,Postgraduate,3,34
0,0.312610031023695,1981,2,3,NA,5,3,30-44,Female,Hispanic,College degree,1,12
0,2.93242600205204,1972,2,4,2,5,3,45-64,Female,Asian,College degree,1,37
1,0.873190517627799,1965,2,1,2,3,3,45-64,Female,White,Some college,4,48
0,1.0193805393497,1962,1,1,2,5,3,45-64,Male,White,College degree,4,48
1,1.36303078989614,1960,1,1,2,5,1,45-64,Male,White,College degree,2,25
1,0.925863794955457,1950,2,1,2,3,3,65+,Female,White,Some college,1,24
0,0.753308608658407,1963,2,1,2,6,1,45-64,Female,White,Postgraduate,1,34
0,1.03275776908744,1981,2,1,2,6,1,30-44,Female,White,Postgraduate,1,42
0,0.222444609477425,1978,1,1,2,6,4,30-44,Male,White,Postgraduate,3,49
1,1.79974903726741,1953,2,1,2,5,2,65+,Female,White,College degree,3,39
0,0.568300801315489,1982,2,1,2,3,3,30-44,Female,White,Some college,1,48
0,0.346072544546081,1956,1,1,2,5,2,45-64,Male,White,College degree,1,29
1,0.787480386903899,1967,2,1,2,3,1,45-64,Female,White,Some college,2,42
0,0.666605628880111,1971,1,3,NA,5,3,45-64,Male,Hispanic,College degree,1,48
0,1.04518983656289,1988,1,1,2,4,3,30-44,Male,White,Some college,1,48
0,0.558422179227978,1951,2,2,2,3,3,65+,Female,Black,Some college,1,48
1,0.404822718070303,1969,1,1,2,6,1,45-64,Male,White,Postgraduate,3,36
0,0.919197447985549,1996,2,1,2,5,3,18-29,Female,White,College degree,1,5
0,1.07098874917579,1974,2,1,2,6,3,45-64,Female,White,Postgraduate,3,12
0,0.719981251719301,1959,1,1,2,5,1,45-64,Male,White,College degree,1,34
0,0.82357977377398806,1953,2,1,2,5,1,65+,Female,White,College degree,1,9
1,1.09507674901222,1964,2,1,2,3,3,45-64,Female,White,Some college,3,48
1,0.804332490825866,1961,2,1,2,5,3,45-64,Female,White,College degree,3,45
0,0.926067168279497,1962,2,1,2,3,3,45-64,Female,White,Some college,1,48
0,0.907444792408198,1983,2,1,2,5,3,30-44,Female,White,College degree,3,12
1,0.80997845341058206,1954,2,7,2,5,2,65+,Female,Other,College degree,3,46
1,0.333951563849492,1974,2,1,2,2,2,45-64,Female,White,H.S. or less,2,39
1,0.895748789582678,1970,2,1,2,5,2,45-64,Female,White,College degree,1,19
0,0.797605481888679,1993,2,1,2,6,2,18-29,Female,White,Postgraduate,3,39
1,1.14340948392457,1943,1,1,2,3,3,65+,Male,White,Some college,2,21
0,0.60699021260313,1956,1,1,2,5,2,45-64,Male,White,College degree,1,17
1,1.12437022427505,1961,1,1,2,6,1,45-64,Male,White,Postgraduate,2,34
0,0.877931233316348,1967,2,1,2,4,3,45-64,Female,White,Some college,1,24
1,0.901248256401694,1974,2,1,2,5,4,45-64,Female,White,College degree,2,6
1,0.871433958530519,1960,1,1,2,6,3,45-64,Male,White,Postgraduate,1,48
0,0.447521592247377,1962,1,1,2,6,2,45-64,Male,White,Postgraduate,3,29
1,0.732043347502877,1942,2,1,2,6,3,65+,Female,White,Postgraduate,2,12
1,0.732337869105579,1933,1,1,2,6,4,65+,Male,White,Postgraduate,2,6
0,0.767692125486979,1956,1,1,2,6,1,45-64,Male,White,Postgraduate,1,36
0,0.588568369862367,1990,2,1,2,6,2,30-44,Female,White,Postgraduate,1,29
0,0.520463842642067,1982,1,1,2,6,3,30-44,Male,White,Postgraduate,2,12
0,0.856644728311221,1966,2,1,2,6,1,45-64,Female,White,Postgraduate,1,36
0,3.54318205649282,1960,1,2,2,5,3,45-64,Male,Black,College degree,3,45
0,0.896948248327365,1982,2,1,2,3,2,30-44,Female,White,Some college,3,39
0,0.969534756406067,1991,2,1,2,6,1,18-29,Female,White,Postgraduate,1,36
1,0.741051802850316,1990,1,1,2,5,4,30-44,Male,White,College degree,1,6
0,0.623468296732329,1980,2,1,2,5,2,30-44,Female,White,College degree,5,29
0,0.793584832246094,1985,1,1,1,3,2,30-44,Male,Hispanic,Some college,3,55
0,0.563018645140083,1968,2,1,2,5,3,45-64,Female,White,College degree,3,45
0,0.397213508910698,1950,2,1,1,5,2,65+,Female,Hispanic,College degree,1,55
0,6.2162818882266,1942,2,1,2,3,3,65+,Female,White,Some college,3,51
0,0.251410849385358,1996,2,1,2,5,3,18-29,Female,White,College degree,3,37
1,0.807629868071494,1977,1,4,2,6,4,30-44,Male,Asian,Postgraduate,3,32
1,0.295308915447186,1985,2,1,2,3,4,30-44,Female,White,Some college,1,8
1,0.66670826805383,1944,1,1,2,2,1,65+,Male,White,H.S. or less,3,25
1,2.36325969927612,1971,2,1,2,5,4,45-64,Female,White,College degree,2,49
0,1.32132452498321,1960,2,1,2,4,1,45-64,Female,White,Some college,1,34
1,1.45862606937447,1938,2,1,2,4,3,65+,Female,White,Some college,2,28
0,0.52321255509081,1993,1,1,2,5,2,18-29,Male,White,College degree,1,55
1,0.889326079013838,1959,2,1,2,5,3,45-64,Female,White,College degree,3,22
1,0.713754491412482,1949,1,1,2,6,1,65+,Male,White,Postgraduate,2,34
0,1.90954939920224,1950,1,3,NA,3,3,65+,Male,Hispanic,Some college,3,48
0,0.719981251719301,1970,1,1,2,5,1,45-64,Male,White,College degree,3,34
1,0.74571115288379,1983,1,1,2,6,1,30-44,Male,White,Postgraduate,2,36
0,0.734981524751106,1965,2,1,2,4,2,45-64,Female,White,Some college,3,27
1,0.860555742297473,1956,2,1,2,3,2,45-64,Female,White,Some college,2,39
0,0.557975299218949,1981,2,1,2,3,3,30-44,Female,White,Some college,1,12
0,0.784355363238982,1979,2,1,2,6,2,30-44,Female,White,Postgraduate,1,29
0,0.717156767197983,1945,1,1,2,6,3,65+,Male,White,Postgraduate,1,12
0,0.586678596897025,1974,2,1,2,5,2,45-64,Female,White,College degree,1,18
0,0.760760569578913,1978,1,1,2,5,3,30-44,Male,White,College degree,1,51
0,0.373787752181576,1984,1,1,2,6,3,30-44,Male,White,Postgraduate,1,48
1,0.761330986980403,1965,1,1,2,3,3,45-64,Male,White,Some college,2,51
1,1.3024882748951,1965,1,1,2,2,3,45-64,Male,White,H.S. or less,3,13
1,2.36745393197427,1949,2,1,2,5,2,65+,Female,White,College degree,2,18
0,0.571222939443725,1983,1,1,2,5,3,30-44,Male,White,College degree,1,51
1,0.53703849987859,1960,1,1,2,6,1,45-64,Male,White,Postgraduate,4,36
1,0.72034914759769,1963,1,3,NA,6,3,45-64,Male,Hispanic,Postgraduate,3,48
0,0.3651250602734,1961,2,1,2,3,2,45-64,Female,White,Some college,1,29
1,0.886000604806808,1963,2,1,2,4,3,45-64,Female,White,Some college,2,24
0,0.579291853505583,1988,2,1,2,5,2,30-44,Female,White,College degree,2,26
0,0.448170176461281,1987,2,1,2,3,3,30-44,Female,White,Some college,3,47
1,1.00822224925723,1938,1,1,2,6,3,65+,Male,White,Postgraduate,3,40
0,0.552259360739648,1951,1,1,2,6,1,65+,Male,White,Postgraduate,3,33
1,1.78383383529801,1963,2,1,2,3,2,45-64,Female,White,Some college,2,55
1,1.01589547921903,1963,2,1,2,3,2,45-64,Female,White,Some college,2,29
1,0.717876412498121,1984,2,1,2,6,2,30-44,Female,White,Postgraduate,1,55
0,0.606569863872245,1983,2,1,2,5,2,30-44,Female,White,College degree,1,55
0,0.662010061345307,1945,2,1,2,5,3,65+,Female,White,College degree,3,12
0,0.741740599724516,1978,2,6,2,3,1,30-44,Female,Other,Some college,1,36
1,1.01035564081323,1971,1,1,2,5,4,45-64,Male,White,College degree,2,8
1,2.65049300372094,1985,2,5,1,3,1,30-44,Female,Hispanic,Some college,3,34
0,0.722849224910616,1953,1,1,2,6,2,65+,Male,White,Postgraduate,4,55
0,0.103893232290492,1976,1,1,2,5,3,30-44,Male,White,College degree,3,11
1,1.02279763444029,1961,1,1,2,5,1,45-64,Male,White,College degree,3,25
1,0.401587281690257,1965,2,1,2,5,2,45-64,Female,White,College degree,1,26
0,0.515771121775506,1995,2,1,2,5,1,18-29,Female,White,College degree,1,36
0,0.59908728927926,1953,1,1,2,6,3,65+,Male,White,Postgraduate,1,51
1,0.843710365274467,1958,1,1,2,6,1,45-64,Male,White,Postgraduate,2,34
1,0.776032710165092,1932,1,1,2,5,3,65+,Male,White,College degree,2,22
1,2.21300791687922,1950,1,1,2,2,4,65+,Male,White,H.S. or less,2,41
0,2.34501879255403,1954,2,1,2,6,3,65+,Female,White,Postgraduate,1,13
1,0.304711758412519,1962,2,2,2,6,3,45-64,Female,Black,Postgraduate,3,5
0,0.808182014583046,1960,2,1,2,4,4,45-64,Female,White,Some college,1,53
0,0.810202106008138,1959,1,1,2,4,3,45-64,Male,White,Some college,3,22
0,0.626649712559929,1977,1,6,1,5,3,30-44,Male,Hispanic,College degree,3,37
0,0.95798272232771,1946,1,1,2,3,1,65+,Male,White,Some college,1,36
0,1.0179979126163201,1957,1,1,2,3,1,45-64,Male,White,Some college,2,42
0,0.49145895674756,1954,1,1,2,3,2,65+,Male,White,Some college,3,31
1,1.45935351817649,1957,2,1,2,4,3,45-64,Female,White,Some college,2,48
1,1.1416071971357,1973,2,1,2,6,1,45-64,Female,White,Postgraduate,1,36
1,0.298614649803691,1957,1,1,2,6,1,45-64,Male,White,Postgraduate,2,36
1,1.46179220620366,1973,1,1,1,6,3,45-64,Male,Hispanic,Postgraduate,2,12
0,0.812545109740208,1960,1,1,2,5,1,45-64,Male,White,College degree,1,25
0,0.489547625788827,1969,1,1,2,4,1,45-64,Male,White,Some college,3,42
1,1.2354878630313,1984,1,1,2,5,2,30-44,Male,White,College degree,4,18
1,2.0015595255962,1970,2,1,2,5,3,45-64,Female,White,College degree,2,48
0,1.28480372094803,1950,2,1,2,4,2,65+,Female,White,Some college,1,20
0,0.392568420825064,1977,1,1,2,6,1,30-44,Male,White,Postgraduate,2,25
1,0.431313320935558,1989,2,1,2,6,1,30-44,Female,White,Postgraduate,2,36
1,1.06419868449875,1990,2,1,2,6,3,30-44,Female,White,Postgraduate,2,51
1,1.56669974459519,1974,2,1,2,3,2,45-64,Female,White,Some college,3,26
0,0.692510679478945,1973,2,1,2,4,2,45-64,Female,White,Some college,1,39
0,0.547635714126759,1969,2,1,2,6,2,45-64,Female,White,Postgraduate,1,27
1,1.22033686114151,1963,2,1,2,5,1,45-64,Female,White,College degree,2,42
0,0.401675129191103,1974,2,1,2,5,4,45-64,Female,White,College degree,4,41
0,0.629605028688606,1952,1,1,2,5,3,65+,Male,White,College degree,1,13
1,1.34399723552093,1964,1,1,2,5,3,45-64,Male,White,College degree,2,13
0,0.410075809819153,1979,1,6,2,5,3,30-44,Male,Other,College degree,4,51
1,1.18670950342198,1961,1,1,2,6,2,45-64,Male,White,Postgraduate,1,17
1,0.569479184631294,1968,1,1,2,3,2,45-64,Male,White,Some college,4,18
0,0.600974076691084,1951,2,1,2,5,4,65+,Female,White,College degree,1,49
0,0.585755333830618,1950,1,1,2,6,2,65+,Male,White,Postgraduate,1,39
0,1.28830685897338,1956,2,1,2,5,3,45-64,Female,White,College degree,1,21
1,1.11609903127385,1957,2,1,2,6,3,45-64,Female,White,Postgraduate,2,47
0,1.35510159062185,1977,2,1,2,6,3,30-44,Female,White,Postgraduate,1,40
1,1.63937963839312,1969,1,1,2,5,3,45-64,Male,White,College degree,2,37
0,0.662010061345307,1953,2,1,2,5,3,65+,Female,White,College degree,1,12
0,1.2701367687302,1964,2,1,2,5,3,45-64,Female,White,College degree,1,48
1,0.632017776432345,1955,2,1,2,2,1,65+,Female,White,H.S. or less,2,34
0,0.918797307820052,1961,2,1,2,5,1,45-64,Female,White,College degree,1,36
0,0.7248011399826,1980,1,1,2,5,2,30-44,Male,White,College degree,1,26
1,0.834851021069143,1967,2,1,2,2,3,45-64,Female,White,H.S. or less,2,13
0,0.388452527141451,1959,1,1,2,5,1,45-64,Male,White,College degree,4,44
0,1.70739064166423,1951,2,1,2,3,2,65+,Female,White,Some college,1,31
1,0.797749245895639,1949,1,1,2,6,1,65+,Male,White,Postgraduate,3,42
0,0.469166648388738,1945,1,1,2,6,2,65+,Male,White,Postgraduate,3,26
1,0.724448921849534,1954,2,1,2,2,4,65+,Female,White,H.S. or less,2,6
0,0.45005861207107,1957,2,1,2,2,1,45-64,Female,White,H.S. or less,1,42
1,1.3538326359638,1968,2,1,2,3,2,45-64,Female,White,Some college,2,29
0,0.698424834190781,1949,1,1,2,2,1,65+,Male,White,H.S. or less,1,36
1,1.02116098517354,1969,1,1,2,5,2,45-64,Male,White,College degree,2,18
1,1.09413294732165,1972,2,1,2,5,4,45-64,Female,White,College degree,3,32
0,0.332833971521051,1991,2,1,2,5,1,18-29,Female,White,College degree,4,42
1,1.76092054379245,1950,2,1,2,3,4,65+,Female,White,Some college,2,41
1,0.363565528077992,1947,2,7,2,5,3,65+,Female,Other,College degree,2,12
1,0.589477647878869,1990,2,1,2,2,2,30-44,Female,White,H.S. or less,2,55
0,0.988547458420859,1943,2,1,2,6,4,65+,Female,White,Postgraduate,1,6
0,0.365723237449885,1952,1,7,2,6,1,65+,Male,Other,Postgraduate,3,36
1,0.843237206502961,1961,1,1,2,6,3,45-64,Male,White,Postgraduate,2,12
0,0.84778368933628,1988,2,3,NA,5,1,30-44,Female,Hispanic,College degree,1,34
0,0.794802139530671,1965,2,1,2,6,3,45-64,Female,White,Postgraduate,3,24
0,1.16012951887482,1990,2,1,2,6,1,30-44,Female,White,Postgraduate,4,36
0,0.571901351975767,1962,1,1,2,5,1,45-64,Male,White,College degree,1,36
0,0.896681896004646,1962,2,1,2,4,3,45-64,Female,White,Some college,2,37
1,0.938731798006383,1944,2,1,2,2,3,65+,Female,White,H.S. or less,2,48
0,1.22398351881641,1946,2,1,2,6,1,65+,Female,White,Postgraduate,1,34
0,0.786949134769822,1984,1,1,2,6,1,30-44,Male,White,Postgraduate,2,25
0,0.93647136413529,1964,1,1,2,4,1,45-64,Male,White,Some college,3,42
0,0.696768885518116,1973,1,2,2,6,3,45-64,Male,Black,Postgraduate,3,51
0,0.553818614984744,1972,2,1,2,5,1,45-64,Female,White,College degree,1,36
1,1.45323934035319,1968,2,1,2,4,2,45-64,Female,White,Some college,2,19
1,1.62962792141555,1967,1,1,2,4,3,45-64,Male,White,Some college,2,21
0,0.756657072474327,1960,2,1,2,6,3,45-64,Female,White,Postgraduate,1,45
0,0.456388190150835,1974,2,1,2,2,1,45-64,Female,White,H.S. or less,1,9
0,1.27547085477567,1951,2,1,2,5,3,65+,Female,White,College degree,3,48
0,0.401527291082451,1984,1,1,2,5,2,30-44,Male,White,College degree,3,26
0,0.513811150020609,1990,2,1,2,6,2,30-44,Female,White,Postgraduate,1,39
0,0.426909054749329,1983,2,1,2,5,2,30-44,Female,White,College degree,1,27
1,2.35308770774024,1987,2,1,2,6,2,30-44,Female,White,Postgraduate,2,18
