trumpApprove,commonweight,birthyr,gender,race,hispanic,educ,region,age_bin,gender_bin,race_bin,educ_bin,party_id,inputstate
1,2.46057368155117,1957,2,1,2,5,3,45-64,Female,White,College degree,3,21
1,0.878983039210993,1972,2,1,2,3,4,45-64,Female,White,Some college,2,4
0,0.492158086108635,1988,1,1,2,6,2,30-44,Male,White,Postgraduate,1,27
0,0.469135444992139,1973,1,7,2,5,1,45-64,Male,Other,College degree,1,36
0,1.23187896454013,1986,1,1,2,6,2,30-44,Male,White,Postgraduate,1,39
1,1.09429373262861,1958,1,1,2,5,3,45-64,Male,White,College degree,3,48
1,0.995719642066263,1979,2,1,2,1,1,30-44,Female,White,H.S. or less,2,42
1,1.37220355899295,1956,2,1,2,5,3,45-64,Female,White,College degree,3,37
1,1.63253003355547,1956,2,1,2,5,4,45-64,Female,White,College degree,2,8
0,1.01087198868987,1979,1,1,2,6,3,30-44,Male,White,Postgraduate,3,48
0,0.627825267091968,1955,2,1,2,5,3,65+,Female,White,College degree,3,51
1,1.97713113385145,1963,1,1,2,2,1,45-64,Male,White,H.S. or less,2,36
0,0.609991886075098,1968,1,1,2,3,3,45-64,Male,White,Some college,3,37
0,0.873707120567308,1979,1,1,2,5,3,30-44,Male,White,College degree,1,21
0,0.443506398340688,1962,1,1,2,5,2,45-64,Male,White,College degree,1,18
1,0.655616797078798,1944,2,1,2,2,4,65+,Female,White,H.S. or less,2,4
1,1.07168362201638,1973,1,1,2,2,2,45-64,Male,White,H.S. or less,2,29
0,0.666373968281851,1960,1,1,2,5,4,45-64,Male,White,College degree,1,6
0,1.25880741579151,1996,2,2,2,3,1,18-29,Female,Black,Some college,1,36
0,0.421983465519197,1984,2,1,2,5,4,30-44,Female,White,College degree,1,15
0,0.33129355370482,1991,2,3,NA,2,1,18-29,Female,Hispanic,H.S. or less,1,36
0,0.694409877811955,1968,1,1,2,5,3,45-64,Male,White,College degree,3,48
0,0.936324610572385,1985,1,1,2,6,3,30-44,Male,White,Postgraduate,3,47
1,0.989998549256946,1962,2,1,2,4,2,45-64,Female,White,Some college,2,17
0,0.808182014583046,1962,2,1,2,3,4,45-64,Female,White,Some college,1,53
0,1.16527981299023,1967,2,1,2,3,4,45-64,Female,White,Some college,4,6
1,5.93679107588685,1957,2,4,2,1,4,45-64,Female,Asian,H.S. or less,2,4
0,0.707673744720332,1978,2,1,2,6,3,30-44,Female,White,Postgraduate,3,22
1,2.32836569469615,1988,2,1,2,3,1,30-44,Female,White,Some college,2,36
0,1.01259952833828,1983,1,1,2,6,2,30-44,Male,White,Postgraduate,1,39
1,6.64553187720201,1988,2,4,2,3,3,30-44,Female,Asian,Some college,1,51
0,1.20435257563156,1999,2,2,2,3,3,18-29,Female,Black,Some college,1,13
0,0.655805398043509,1966,2,1,2,5,3,45-64,Female,White,College degree,3,51
1,0.473869788469549,1968,1,1,2,4,2,45-64,Male,White,Some college,2,17
0,0.408616072275383,1960,2,1,2,2,3,45-64,Female,White,H.S. or less,1,37
0,0.517117895266203,1989,1,1,2,6,4,30-44,Male,White,Postgraduate,4,49
1,1.45935351817649,1966,2,1,2,4,3,45-64,Female,White,Some college,2,48
1,1.27782485800382,1961,2,1,2,3,3,45-64,Female,White,Some college,3,13
0,0.497021443040144,1974,2,1,2,4,4,45-64,Female,White,Some college,5,6
0,2.59942397249482,1954,2,3,NA,2,2,65+,Female,Hispanic,H.S. or less,1,17
0,1.43678219131386,1970,1,1,2,4,1,45-64,Male,White,Some college,2,36
0,0.957093986968183,1955,2,1,2,5,3,65+,Female,White,College degree,1,48
1,1.39734648956988,1976,1,1,2,2,1,30-44,Male,White,H.S. or less,3,42
1,1.23211539762133,1969,2,1,2,5,3,45-64,Female,White,College degree,2,47
0,0.651679756398379,1990,1,1,2,5,2,30-44,Male,White,College degree,3,39
0,0.930718534517095,1967,1,2,2,4,3,45-64,Male,Black,Some college,1,13
1,1.9130078195809,1950,2,1,2,4,4,65+,Female,White,Some college,2,53
0,0.157795330503164,1986,2,3,NA,5,1,30-44,Female,Hispanic,College degree,1,36
0,0.572260736371012,1957,2,6,2,4,3,45-64,Female,Other,Some college,1,37
1,1.19026379121049,1966,2,1,2,4,3,45-64,Female,White,Some college,2,22
0,0.833668106768471,1987,1,7,2,5,4,30-44,Male,Other,College degree,1,15
0,0.660892215239207,1958,1,1,2,3,3,45-64,Male,White,Some college,1,12
1,1.16499888224004,1967,1,1,2,5,2,45-64,Male,White,College degree,3,26
1,0.624088748986835,1959,2,1,2,2,3,45-64,Female,White,H.S. or less,3,47
1,1.34556617776077,1966,2,1,2,4,4,45-64,Female,White,Some college,2,6
0,1.25779450330184,1985,2,2,2,6,3,30-44,Female,Black,Postgraduate,3,13
0,1.01116766953845,1967,2,1,2,5,3,45-64,Female,White,College degree,1,24
0,0.62914912214757,1966,2,6,1,5,3,45-64,Female,Hispanic,College degree,1,51
0,2.64495307699092,1956,1,1,2,2,1,45-64,Male,White,H.S. or less,1,23
0,0.496608276716942,1956,2,6,2,5,1,45-64,Female,Other,College degree,4,36
1,0.489239442005146,1966,2,1,2,2,1,45-64,Female,White,H.S. or less,2,42
1,1.29464482184374,1960,1,1,2,3,3,45-64,Male,White,Some college,2,37
0,0.618866921838071,1981,2,4,2,6,2,30-44,Female,Asian,Postgraduate,1,17
0,0.598164264145924,1965,1,1,2,3,4,45-64,Male,White,Some college,1,4
0,0.780494053012863,1961,2,1,2,5,4,45-64,Female,White,College degree,3,6
0,2.97560692886834,1968,2,4,2,2,4,45-64,Female,Asian,H.S. or less,3,6
0,0.842386488918796,1961,2,1,2,5,1,45-64,Female,White,College degree,1,42
0,1.55028369648512,1956,2,1,2,6,3,45-64,Female,White,Postgraduate,4,47
0,0.273663846689436,1999,2,1,2,2,2,18-29,Female,White,H.S. or less,3,29
0,0.947890846289611,1967,2,1,2,5,2,45-64,Female,White,College degree,5,18
1,0.704056902446383,1962,2,1,2,2,2,45-64,Female,White,H.S. or less,2,55
0,0.423057042052373,1984,1,1,2,5,3,30-44,Male,White,College degree,1,48
0,0.767771056527138,1957,2,5,1,4,4,45-64,Female,Hispanic,Some college,1,6
1,1.60196620999719,1963,2,1,2,5,2,45-64,Female,White,College degree,2,17
0,1.50829824487814,1961,2,1,2,2,3,45-64,Female,White,H.S. or less,1,12
0,0.913596586097404,1962,2,1,2,5,3,45-64,Female,White,College degree,3,22
1,0.343082302478924,1963,1,7,2,6,1,45-64,Male,Other,Postgraduate,3,34
0,0.724414876508321,1961,2,1,2,4,1,45-64,Female,White,Some college,4,42
0,0.177117218467313,1964,1,3,NA,5,2,45-64,Male,Hispanic,College degree,2,39
0,0.353988567422702,1950,2,2,2,3,3,65+,Female,Black,Some college,1,5
0,0.588568369862367,1985,2,1,2,6,2,30-44,Female,White,Postgraduate,1,29
1,0.982920386047591,1951,2,1,2,2,2,65+,Female,White,H.S. or less,3,55
0,1.83821826692139,1958,2,3,NA,2,1,45-64,Female,Hispanic,H.S. or less,1,34
1,1.08535977302051,1956,2,7,2,4,4,45-64,Female,Other,Some college,2,8
1,1.02041415129872,1979,2,1,2,4,3,30-44,Female,White,Some college,2,12
0,0.953091369690824,1964,2,1,2,5,3,45-64,Female,White,College degree,1,48
1,0.793516353410858,1969,1,1,2,3,4,45-64,Male,White,Some college,2,15
0,0.579674482380347,1963,2,1,2,6,4,45-64,Female,White,Postgraduate,3,41
1,0.915722274249527,1965,2,1,2,5,1,45-64,Female,White,College degree,3,42
1,1.26646516216634,1956,2,1,2,5,2,45-64,Female,White,College degree,2,29
0,2.78616295718957,1971,2,4,2,3,4,45-64,Female,Asian,Some college,1,6
1,0.766263717415952,1974,1,1,2,5,2,45-64,Male,White,College degree,2,18
0,0.466444139157312,1974,2,7,2,3,3,45-64,Female,Other,Some college,1,13
0,0.918797307820052,1956,2,1,2,5,1,45-64,Female,White,College degree,3,36
0,0.40187701387714603,1959,2,1,2,2,3,45-64,Female,White,H.S. or less,1,12
0,4.14509027136144,1958,1,2,2,2,2,45-64,Male,Black,H.S. or less,5,46
0,0.995283376280908,1978,1,1,2,3,4,30-44,Male,White,Some college,2,6
0,1.30141031795652,1978,2,1,2,6,2,30-44,Female,White,Postgraduate,1,26
1,0.798558554324901,1980,2,1,2,6,3,30-44,Female,White,Postgraduate,3,51
1,1.19610827864476,1968,1,1,2,5,3,45-64,Male,White,College degree,3,1
1,0.840162462986808,1942,1,1,2,2,4,65+,Male,White,H.S. or less,2,53
0,0.83677206751113,1983,2,1,2,5,3,30-44,Female,White,College degree,1,40
1,1.97103378330205,1999,1,1,2,1,3,18-29,Male,White,H.S. or less,4,13
0,0.827909472085544,1962,1,1,2,5,3,45-64,Male,White,College degree,1,10
1,1.17661670418066,1952,1,1,2,6,3,65+,Male,White,Postgraduate,2,48
0,0.805640442513325,1978,2,1,2,5,1,30-44,Female,White,College degree,3,42
0,0.802327008323369,1971,2,1,2,4,1,45-64,Female,White,Some college,3,25
0,1.89537037722551,1976,1,1,2,2,1,30-44,Male,White,H.S. or less,3,44
0,0.519798654095145,1967,2,1,2,5,2,45-64,Female,White,College degree,1,29
0,0.685528859074208,1965,1,1,2,6,2,45-64,Male,White,Postgraduate,3,55
0,0.600019275214664,1962,2,2,2,2,3,45-64,Female,Black,H.S. or less,1,51
1,1.03973077839847,1976,2,1,2,5,3,30-44,Female,White,College degree,2,51
1,0.500966191107372,1975,1,1,2,5,3,45-64,Male,White,College degree,3,12
0,0.215840695429998,1984,2,1,2,2,3,30-44,Female,White,H.S. or less,3,54
0,0.877078081215697,1990,2,1,2,5,2,30-44,Female,White,College degree,1,39
0,0.714063445217702,1961,2,1,2,5,3,45-64,Female,White,College degree,3,48
1,0.490879537414708,1992,2,4,2,5,4,18-29,Female,Asian,College degree,3,6
0,0.497731592272332,1960,2,7,2,5,4,45-64,Female,Other,College degree,1,6
1,0.66670826805383,1940,1,1,2,2,1,65+,Male,White,H.S. or less,2,25
1,1.79276364034346,1965,2,1,2,4,3,45-64,Female,White,Some college,2,28
0,2.0838511819213,1988,1,1,1,6,3,30-44,Male,Hispanic,Postgraduate,3,12
1,0.967568592332634,1952,2,1,2,3,1,65+,Female,White,Some college,3,36
0,2.71537995187412,1963,2,2,2,1,3,45-64,Female,Black,H.S. or less,1,12
1,0.512375373610964,2000,1,3,NA,3,1,18-29,Male,Hispanic,Some college,3,34
0,0.363290887669915,1953,2,2,2,3,2,65+,Female,Black,Some college,1,39
0,1.07237610312844,1960,2,1,2,6,4,45-64,Female,White,Postgraduate,3,6
1,1.31630203366806,1967,2,1,2,3,4,45-64,Female,White,Some college,2,41
0,0.352819191666698,1975,1,1,2,5,3,45-64,Male,White,College degree,3,21
0,0.918797307820052,1963,2,1,2,5,1,45-64,Female,White,College degree,1,36
1,0.816661171013322,1958,1,1,2,5,3,45-64,Male,White,College degree,3,37
0,0.929966796046781,1972,2,1,2,5,4,45-64,Female,White,College degree,4,8
0,0.486453854826189,1965,2,1,2,3,3,45-64,Female,White,Some college,1,1
0,0.952911521401298,1948,2,2,2,2,3,65+,Female,Black,H.S. or less,1,13
0,0.0691889313839026,1972,1,5,2,6,3,45-64,Male,Other,Postgraduate,3,1
0,0.183763623962952,1947,1,3,NA,6,4,65+,Male,Hispanic,Postgraduate,3,35
0,0.651495106237233,1964,2,1,2,6,3,45-64,Female,White,Postgraduate,1,21
0,0.116303566563846,1991,2,2,2,2,3,18-29,Female,Black,H.S. or less,2,37
1,1.16451186356259,1934,1,1,2,4,4,65+,Male,White,Some college,3,41
0,1.0906423325932,1942,2,1,2,3,4,65+,Female,White,Some college,1,8
0,0.830508228679161,1934,1,1,2,3,4,65+,Male,White,Some college,1,6
1,2.0015595255962,1970,2,1,2,5,3,45-64,Female,White,College degree,3,48
0,0.920875604450443,1969,2,1,2,5,4,45-64,Female,White,College degree,1,6
0,0.823799700993994,1945,2,1,2,3,4,65+,Female,White,Some college,1,49
0,0.861604408472834,1961,2,1,2,5,3,45-64,Female,White,College degree,3,37
1,1.06157625530871,1942,1,1,2,2,1,65+,Male,White,H.S. or less,2,42
0,0.783910151924929,1974,2,1,2,5,4,45-64,Female,White,College degree,3,4
1,1.39352218205218,1989,2,1,2,4,4,30-44,Female,White,Some college,4,6
0,0.570231940041996,1980,2,1,2,3,1,30-44,Female,White,Some college,4,42
0,2.12582375580745,1993,2,3,NA,2,1,18-29,Female,Hispanic,H.S. or less,1,34
1,0.691536780694384,1969,1,1,2,4,4,45-64,Male,White,Some college,2,6
0,1.19328853436959,1956,2,1,2,4,2,45-64,Female,White,Some college,1,26
1,1.33691991807918,1961,1,1,2,2,3,45-64,Male,White,H.S. or less,3,13
0,0.487311520173926,1987,2,2,2,3,3,30-44,Female,Black,Some college,3,48
1,4.6505169188092,1980,1,3,NA,2,2,30-44,Male,Hispanic,H.S. or less,2,17
1,1.49236201106018,1958,1,1,2,3,2,45-64,Male,White,Some college,2,55
0,0.397364270200278,1990,1,1,2,5,2,30-44,Male,White,College degree,3,55
0,0.805958885956006,1988,2,7,1,3,3,30-44,Female,Hispanic,Some college,3,48
0,0.417784992681032,1977,1,1,2,6,2,30-44,Male,White,Postgraduate,1,17
1,1.23947201437849,1961,2,1,2,2,2,45-64,Female,White,H.S. or less,2,31
0,1.05793121313886,1973,1,1,2,2,2,45-64,Male,White,H.S. or less,1,39
0,0.665839035245062,1957,1,1,2,5,2,45-64,Male,White,College degree,1,26
0,0.812545109740208,1959,1,1,2,5,1,45-64,Male,White,College degree,1,25
0,0.896789417606652,1981,2,1,2,6,3,30-44,Female,White,Postgraduate,1,12
1,0.747274528471797,1977,1,1,2,4,3,30-44,Male,White,Some college,4,1
1,2.29484646214388,1984,1,1,2,2,3,30-44,Male,White,H.S. or less,1,22
1,2.41099290852358,1963,2,7,2,2,1,45-64,Female,Other,H.S. or less,1,36
1,0.281470644123789,1958,1,6,2,6,3,45-64,Male,Other,Postgraduate,3,51
0,0.529655647010718,1949,1,1,2,2,1,65+,Male,White,H.S. or less,3,25
1,2.16995017082333,1976,1,1,2,2,3,30-44,Male,White,H.S. or less,2,48
0,0.839729323581532,1983,2,2,2,4,3,30-44,Female,Black,Some college,1,48
1,1.30114342712903,1947,2,1,2,2,4,65+,Female,White,H.S. or less,2,53
0,1.09599778119883,1967,1,1,2,2,3,45-64,Male,White,H.S. or less,5,24
1,1.72710776443695,1947,2,1,2,2,3,65+,Female,White,H.S. or less,2,1
0,0.431647399549578,1989,2,2,2,2,3,30-44,Female,Black,H.S. or less,1,1
0,0.754767378429398,1980,2,1,2,2,2,30-44,Female,White,H.S. or less,5,17
1,1.56861730509355,1972,2,1,2,4,2,45-64,Female,White,Some college,2,39
0,0.966725572796092,1974,1,2,2,6,3,45-64,Male,Black,Postgraduate,1,1
0,1.67687628091907,1961,1,2,2,3,3,45-64,Male,Black,Some college,1,47
0,1.42351040392998,1957,1,1,2,3,2,45-64,Male,White,Some college,1,46
1,1.96080009810038,1955,2,1,2,4,4,65+,Female,White,Some college,2,32
1,0.563005897185933,1950,1,1,2,2,3,65+,Male,White,H.S. or less,2,12
0,0.335366458486283,1956,2,5,2,4,4,45-64,Female,Other,Some college,1,6
0,0.610222819369649,1981,2,1,2,6,4,30-44,Female,White,Postgraduate,1,41
0,1.01259952833828,1986,1,1,2,6,2,30-44,Male,White,Postgraduate,1,39
0,0.839452996893239,1965,1,1,2,3,2,45-64,Male,White,Some college,3,26
0,1.63581117810686,1968,1,4,2,6,3,45-64,Male,Asian,Postgraduate,3,48
0,0.396245731427529,1979,1,1,2,6,1,30-44,Male,White,Postgraduate,3,25
1,0.333927790968175,1995,2,1,2,2,2,18-29,Female,White,H.S. or less,2,19
0,0.608950218754854,1972,1,1,2,4,1,45-64,Male,White,Some college,3,34
0,0.457497332585809,1994,2,1,2,4,4,18-29,Female,White,Some college,1,53
0,0.828342146496359,1964,2,1,2,3,3,45-64,Female,White,Some college,3,51
0,0.847221411575253,1986,1,1,2,5,4,30-44,Male,White,College degree,1,6
0,0.854760685268629,1994,2,2,2,6,1,18-29,Female,Black,Postgraduate,1,34
0,0.150947696103248,2002,2,1,2,2,2,18-29,Female,White,H.S. or less,1,19
1,0.365116427724423,1983,2,1,2,4,3,30-44,Female,White,Some college,3,28
1,0.593426197320447,1988,2,1,2,6,2,30-44,Female,White,Postgraduate,2,27
0,0.432392974151191,1993,1,2,2,6,3,18-29,Male,Black,Postgraduate,1,51
0,1.90785320591835,1982,1,1,1,2,2,30-44,Male,Hispanic,H.S. or less,4,17
1,1.1198458214999,1962,1,1,2,3,2,45-64,Male,White,Some college,2,55
1,2.0015595255962,1963,2,1,2,5,3,45-64,Female,White,College degree,2,48
0,0.525733027562581,1979,1,1,2,4,2,30-44,Male,White,Some college,1,39
0,0.828926007579224,1976,2,4,2,6,3,30-44,Female,Asian,Postgraduate,3,37
0,0.986840496698465,1951,2,1,2,3,4,65+,Female,White,Some college,3,41
0,0.561733527563435,1979,2,1,2,6,2,30-44,Female,White,Postgraduate,3,55
0,0.169194290907538,1966,1,6,2,5,3,45-64,Male,Other,College degree,3,48
1,0.555284929159437,1990,1,1,2,6,4,30-44,Male,White,Postgraduate,1,6
0,0.844421981854875,1965,1,1,2,4,2,45-64,Male,White,Some college,4,55
0,0.938839589498541,1980,2,1,2,6,1,30-44,Female,White,Postgraduate,1,34
1,1.5169917526288,1956,1,1,2,5,3,45-64,Male,White,College degree,3,5
0,1.22583566323245,1978,1,1,2,6,4,30-44,Male,White,Postgraduate,1,6
1,0.297690191352983,1956,2,6,1,4,1,45-64,Female,Hispanic,Some college,2,42
1,1.33691991807918,1963,1,1,2,2,3,45-64,Male,White,H.S. or less,2,13
1,1.10737233803261,1977,1,1,2,5,3,30-44,Male,White,College degree,2,12
0,1.13122806278954,1978,2,3,NA,1,4,30-44,Female,Hispanic,H.S. or less,1,6
1,1.1176542928762,1980,1,1,2,3,2,30-44,Male,White,Some college,2,31
1,1.13939233330988,1949,2,1,2,2,1,65+,Female,White,H.S. or less,2,42
0,0.546323516558997,1970,2,2,2,2,3,45-64,Female,Black,H.S. or less,3,10
0,0.517828163102858,1982,2,1,2,6,4,30-44,Female,White,Postgraduate,3,41
0,0.526852502679339,1985,2,1,2,6,1,30-44,Female,White,Postgraduate,1,36
1,0.355553994838445,1994,2,6,2,5,3,18-29,Female,Other,College degree,4,5
0,0.578621662395365,1985,2,1,2,6,4,30-44,Female,White,Postgraduate,3,6
0,1.23119136586479,1995,1,1,2,5,3,18-29,Male,White,College degree,1,51
1,0.514987150813682,1958,2,3,NA,4,4,45-64,Female,Hispanic,Some college,2,4
0,3.40814899496327,1987,1,3,NA,5,4,30-44,Male,Hispanic,College degree,1,35
1,1.24905135609898,1967,2,1,2,1,1,45-64,Female,White,H.S. or less,2,42
1,0.269577794095331,1981,2,3,NA,2,1,30-44,Female,Hispanic,H.S. or less,2,42
1,4.21813597528662,1996,1,1,2,3,2,18-29,Male,White,Some college,3,29
0,1.70078583130603,1988,1,2,2,2,4,30-44,Male,Black,H.S. or less,3,49
0,0.406016099195269,1997,2,1,2,4,3,18-29,Female,White,Some college,5,51
0,0.888547329718165,1975,1,2,2,3,3,45-64,Male,Black,Some college,1,13
1,1.20170243006013,2001,1,3,NA,3,4,18-29,Male,Hispanic,Some college,5,6
0,0.292192052678078,1995,2,5,2,2,3,18-29,Female,Other,H.S. or less,2,40
1,1.66235036177039,1970,1,1,2,4,2,45-64,Male,White,Some college,2,46
1,0.785501423755286,1999,2,4,2,5,1,18-29,Female,Asian,College degree,3,34
1,1.12509547170341,1971,1,1,2,3,1,45-64,Male,White,Some college,3,33
0,0.844421981854875,1969,1,1,2,3,2,45-64,Male,White,Some college,3,55
1,3.29058970517159,1998,1,1,2,4,3,18-29,Male,White,Some college,2,45
0,0.497537634618678,1966,2,1,2,2,3,45-64,Female,White,H.S. or less,5,22
1,0.812764636422417,1961,1,1,2,4,2,45-64,Male,White,Some college,2,27
1,1.12512121106354,1972,1,1,2,2,3,45-64,Male,White,H.S. or less,2,24
0,0.898317085447659,1998,2,1,2,3,3,18-29,Female,White,Some college,1,12
0,0.941416522309978,1973,2,2,2,6,1,45-64,Female,Black,Postgraduate,3,36
0,0.800224758100932,1961,2,2,2,6,4,45-64,Female,Black,Postgraduate,1,6
0,0.561733527563435,1977,2,1,2,6,2,30-44,Female,White,Postgraduate,1,55
0,1.65844794974894,1974,2,2,2,6,3,45-64,Female,Black,Postgraduate,3,24
1,1.28625026711884,1978,2,1,2,5,3,30-44,Female,White,College degree,2,37
0,0.920173797055839,1975,2,3,NA,6,1,45-64,Female,Hispanic,Postgraduate,1,34
0,0.487017736170185,1984,1,1,2,6,4,30-44,Male,White,Postgraduate,1,6
0,0.997372156055942,1996,2,2,2,1,3,18-29,Female,Black,H.S. or less,5,13
1,0.916694003835393,1987,2,1,2,2,2,30-44,Female,White,H.S. or less,1,55
0,2.08010497731308,1961,1,4,2,6,4,45-64,Male,Asian,Postgraduate,3,6
0,0.782726260421546,1945,2,1,2,2,3,65+,Female,White,H.S. or less,1,13
0,0.517809124933077,1995,1,1,2,2,2,18-29,Male,White,H.S. or less,1,18
0,0.988137097018012,1982,2,1,2,6,3,30-44,Female,White,Postgraduate,2,48
0,0.692709433636862,1967,2,1,2,5,2,45-64,Female,White,College degree,1,29
0,0.605661565059705,1998,2,1,2,4,4,18-29,Female,White,Some college,3,4
1,1.46450526098527,1980,1,1,2,5,3,30-44,Male,White,College degree,2,13
1,0.11433515205192,1963,1,3,NA,5,4,45-64,Male,Hispanic,College degree,4,41
0,0.994860446887719,1980,2,1,2,6,4,30-44,Female,White,Postgraduate,1,6
1,0.74096512284209,1966,1,1,2,4,3,45-64,Male,White,Some college,2,12
1,1.09770913476097,1967,1,1,2,2,4,45-64,Male,White,H.S. or less,3,41
0,1.52263623627835,1998,1,2,2,3,3,18-29,Male,Black,Some college,1,51
1,0.880547750668322,1980,1,1,2,3,2,30-44,Male,White,Some college,4,19
0,0.802523080315604,1987,2,1,2,6,3,30-44,Female,White,Postgraduate,1,12
1,0.474893103794089,1978,2,1,2,4,2,30-44,Female,White,Some college,5,39
1,2.20655028499857,1970,1,4,2,6,1,45-64,Male,Asian,Postgraduate,3,34
0,0.623211299534982,1974,2,3,NA,5,1,45-64,Female,Hispanic,College degree,5,34
0,1.57380766641759,1966,1,2,2,6,3,45-64,Male,Black,Postgraduate,1,47
0,1.05228493428512,1965,2,1,2,5,3,45-64,Female,White,College degree,2,13
0,1.23214879886226,1999,1,1,2,3,3,18-29,Male,White,Some college,1,10
0,0.354998061414795,1971,1,1,2,3,3,45-64,Male,White,Some college,1,37
1,1.14081929980777,1984,2,1,2,5,1,30-44,Female,White,College degree,1,25
0,0.391003249752349,1965,2,7,2,2,1,45-64,Female,Other,H.S. or less,1,36
1,1.66454770640539,1956,2,1,2,1,1,45-64,Female,White,H.S. or less,2,42
1,1.02632739519513,1986,1,2,2,2,4,30-44,Male,Black,H.S. or less,1,6
1,0.770556433942294,1993,2,1,2,3,3,18-29,Female,White,Some college,5,21
0,0.740690990388182,1981,1,3,NA,5,3,30-44,Male,Hispanic,College degree,2,51
0,0.931410104604102,2000,1,1,2,4,4,18-29,Male,White,Some college,2,49
0,0.67847206991644,1989,1,1,2,5,1,30-44,Male,White,College degree,1,9
0,0.622478554042056,1961,1,1,2,4,4,45-64,Male,White,Some college,1,16
0,0.390030840300343,1962,1,6,2,3,4,45-64,Male,Other,Some college,3,53
0,0.558627787777133,1955,2,2,2,3,3,65+,Female,Black,Some college,1,13
0,0.356846523476895,1967,1,1,2,3,4,45-64,Male,White,Some college,3,41
1,0.938731798006383,1955,2,1,2,2,3,65+,Female,White,H.S. or less,2,48
1,0.995290610891878,1985,1,1,2,4,2,30-44,Male,White,Some college,1,27
1,1.05691370970178,1966,1,1,2,4,2,45-64,Male,White,Some college,2,39
0,1.33242896400112,1967,1,1,2,3,2,45-64,Male,White,Some college,3,19
0,0.402633126489645,1946,2,1,2,2,1,65+,Female,White,H.S. or less,3,33
1,2.02640327360725,1952,2,1,2,2,3,65+,Female,White,H.S. or less,2,5
0,0.966474671441514,1987,1,1,2,5,4,30-44,Male,White,College degree,3,8
1,0.562464043604391,1972,1,7,1,5,4,45-64,Male,Hispanic,College degree,4,6
1,0.57367795369403,1958,2,5,2,4,2,45-64,Female,Other,Some college,2,20
0,0.653710032640784,1988,2,1,2,6,2,30-44,Female,White,Postgraduate,1,27
0,3.1361039958478,1967,1,2,2,2,3,45-64,Male,Black,H.S. or less,1,12
0,0.856808809441842,1982,1,1,2,6,4,30-44,Male,White,Postgraduate,1,6
1,0.434508812596472,1970,2,1,2,2,2,45-64,Female,White,H.S. or less,1,19
0,0.856808809441842,1981,1,1,2,6,4,30-44,Male,White,Postgraduate,1,6
0,1.21413274636484,1992,1,1,2,3,3,18-29,Male,White,Some college,1,5
1,0.54920228435224006,1959,1,1,2,5,3,45-64,Male,White,College degree,2,12
0,0.627542643727696,1954,1,1,2,2,2,65+,Male,White,H.S. or less,3,39
0,0.760760569578913,1976,1,1,2,5,3,30-44,Male,White,College degree,2,51
0,0.51929290843049,1980,2,3,NA,3,4,30-44,Female,Hispanic,Some college,3,35
0,5.82084386323079,1998,2,1,1,1,4,18-29,Female,Hispanic,H.S. or less,3,4
1,0.708047640645096,1970,2,1,2,3,3,45-64,Female,White,Some college,2,1
0,0.79227279897637,1990,1,1,2,5,3,30-44,Male,White,College degree,1,13
1,0.91554660203040406,1965,1,1,2,3,3,45-64,Male,White,Some college,2,48
1,1.09047152881839,1976,1,1,2,4,4,30-44,Male,White,Some college,2,4
1,0.34777758964289,1960,2,1,2,3,2,45-64,Female,White,Some college,3,17
1,1.07144415448926,1964,1,1,2,3,2,45-64,Male,White,Some college,2,29
0,0.604519510317654,1964,2,1,2,5,3,45-64,Female,White,College degree,1,12
0,0.400025723179012,1991,1,1,2,6,3,18-29,Male,White,Postgraduate,3,13
1,0.946697520370981,1957,2,1,2,2,2,45-64,Female,White,H.S. or less,2,18
0,0.394648778516257,1966,1,1,2,3,2,45-64,Male,White,Some college,1,27
1,0.492756544480494,1962,2,1,2,2,1,45-64,Female,White,H.S. or less,2,36
0,0.330308892095534,1998,2,3,NA,2,4,18-29,Female,Hispanic,H.S. or less,1,6
0,0.35360240642247,1984,2,1,2,3,4,30-44,Female,White,Some college,1,49
1,0.380462222162414,1970,2,6,1,5,1,45-64,Female,Hispanic,College degree,3,36
1,0.281149737611148,1968,2,1,2,5,3,45-64,Female,White,College degree,1,54
0,0.6166068457633,1982,1,1,2,6,4,30-44,Male,White,Postgraduate,2,30
1,1.42985636299681,1965,2,1,2,4,4,45-64,Female,White,Some college,3,53
0,0.377524998298099,1948,2,2,2,6,3,65+,Female,Black,Postgraduate,3,10
0,0.392281082891509,1990,1,1,2,6,1,30-44,Male,White,Postgraduate,1,25
1,1.24018980947927,1954,2,1,2,3,3,65+,Female,White,Some college,2,45
1,0.682235498154377,1957,1,1,2,5,4,45-64,Male,White,College degree,2,49
1,1.80001461389643,1958,2,1,2,4,3,45-64,Female,White,Some college,2,37
1,0.987733084406128,1962,2,1,2,4,4,45-64,Female,White,Some college,2,41
0,0.827909472085544,1970,1,1,2,5,3,45-64,Male,White,College degree,1,10
0,0.973633824985047,1984,2,2,2,2,3,30-44,Female,Black,H.S. or less,1,45
0,1.33516484128426,1987,1,2,2,2,3,30-44,Male,Black,H.S. or less,1,13
0,0.823487652060509,1988,2,1,2,3,1,30-44,Female,White,Some college,3,25
1,0.987733084406128,1956,2,1,2,3,4,45-64,Female,White,Some college,2,41
0,0.676357452806054,1989,1,3,NA,2,1,30-44,Male,Hispanic,H.S. or less,1,33
0,1.63453093100759,1989,1,1,2,6,4,30-44,Male,White,Postgraduate,2,49
