year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode,pctWhiteNH
2016,GEORGIA,GA,WILCOX,13315,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,852,2976,20220315,TOTAL,59.90275526742301
2016,GEORGIA,GA,WILKES,13317,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1848,4486,20220315,TOTAL,51.87387897668272
2016,GEORGIA,GA,WILKINSON,13319,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1894,4287,20220315,TOTAL,57.81658475373837
2016,GEORGIA,GA,WORTH,13321,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2020,8295,20220315,TOTAL,69.39434475759953
2016,HAWAII,HI,HAWAII,15001,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,41259,64867,20220315,TOTAL,31.24665683302806
2016,HAWAII,HI,HONOLULU,15003,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,175696,285790,20220315,TOTAL,19.060288059151894
2016,HAWAII,HI,KAUAI,15007,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,16456,26335,20220315,TOTAL,30.72096108270856
2016,HAWAII,HI,MAUI,15009,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,33480,51945,20220315,TOTAL,31.771445548135425
2016,IDAHO,ID,ADA,16001,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,75677,195669,20220315,TOTAL,86.48375874504607
2016,IDAHO,ID,ADAMS,16003,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,415,2183,20220315,TOTAL,94.76861167002012
2016,IDAHO,ID,BANNOCK,16005,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,10342,33416,20220315,TOTAL,86.39167541858303
2016,IDAHO,ID,BEAR LAKE,16007,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,255,2928,20220315,TOTAL,94.73772134981624
2016,IDAHO,ID,BENEWAH,16009,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,770,4185,20220315,TOTAL,85.28809908454497
2016,IDAHO,ID,BINGHAM,16011,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2924,16625,20220315,TOTAL,74.93586510842634
2016,IDAHO,ID,BLAINE,16013,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6416,10724,20220315,TOTAL,77.97997754491018
2016,IDAHO,ID,BOISE,16015,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,777,3814,20220315,TOTAL,93.22709163346613
2016,IDAHO,ID,BONNER,16017,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5819,20943,20220315,TOTAL,94.44430853536218
2016,IDAHO,ID,BONNEVILLE,16019,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8930,44221,20220315,TOTAL,85.26296601876547
2016,IDAHO,ID,BOUNDARY,16021,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,933,5163,20220315,TOTAL,92.14363835216915
2016,IDAHO,ID,BUTTE,16023,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,160,1230,20220315,TOTAL,93.84296091317883
2016,IDAHO,ID,CAMAS,16025,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,110,590,20220315,TOTAL,90.24171888988361
2016,IDAHO,ID,CANYON,16027,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,16883,72785,20220315,TOTAL,72.27971184027355
2016,IDAHO,ID,CARIBOU,16029,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,271,3035,20220315,TOTAL,93.07769639523194
2016,IDAHO,ID,CASSIA,16031,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1036,8178,20220315,TOTAL,72.94353433252004
2016,IDAHO,ID,CLARK,16033,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,44,283,20220315,TOTAL,56.82281059063137
2016,IDAHO,ID,CLEARWATER,16035,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,704,3801,20220315,TOTAL,92.0328729597078
2016,IDAHO,ID,CUSTER,16037,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,427,2414,20220315,TOTAL,94.04761904761905
2016,IDAHO,ID,ELMORE,16039,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1814,8522,20220315,TOTAL,75.09801020785561
2016,IDAHO,ID,FRANKLIN,16041,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,385,5499,20220315,TOTAL,91.84264038792429
2016,IDAHO,ID,FREMONT,16043,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,651,5715,20220315,TOTAL,85.13064491768615
2016,IDAHO,ID,GEM,16045,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1229,7954,20220315,TOTAL,89.1082002512112
2016,IDAHO,ID,GOODING,16047,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,930,5191,20220315,TOTAL,69.56802897051216
2016,IDAHO,ID,IDAHO,16049,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1196,8233,20220315,TOTAL,92.38335280014753
2016,IDAHO,ID,JEFFERSON,16051,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,976,11475,20220315,TOTAL,87.7008416220352
2016,IDAHO,ID,JEROME,16053,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1329,6751,20220315,TOTAL,66.8543845534996
2016,IDAHO,ID,KOOTENAI,16055,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,16264,66310,20220315,TOTAL,92.02853553222522
2016,IDAHO,ID,LATAH,16057,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8093,18173,20220315,TOTAL,90.60788314896358
2016,IDAHO,ID,LEMHI,16059,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,733,4096,20220315,TOTAL,95.04788306451613
2016,IDAHO,ID,LEWIS,16061,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,270,1590,20220315,TOTAL,88.92959958126146
2016,IDAHO,ID,LINCOLN,16063,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,360,1748,20220315,TOTAL,69.25883256528418
2016,IDAHO,ID,MADISON,16065,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1201,15688,20220315,TOTAL,91.16048593350384
2016,IDAHO,ID,MINIDOKA,16067,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1167,6871,20220315,TOTAL,65.24988788679057
2016,IDAHO,ID,NEZ PERCE,16069,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4828,17201,20220315,TOTAL,88.71768750795874
2016,IDAHO,ID,ONEIDA,16071,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,184,2068,20220315,TOTAL,95.03033131124592
2016,IDAHO,ID,OWYHEE,16073,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,591,3925,20220315,TOTAL,68.25438139857714
2016,IDAHO,ID,PAYETTE,16075,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1507,8704,20220315,TOTAL,81.28011315917429
2016,IDAHO,ID,POWER,16077,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,699,2758,20220315,TOTAL,66.0611487783037
2016,IDAHO,ID,SHOSHONE,16079,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1384,5120,20220315,TOTAL,93.45084214649432
2016,IDAHO,ID,TETON,16081,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2159,4976,20220315,TOTAL,81.47492625368731
2016,IDAHO,ID,TWIN FALLS,16083,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6233,29874,20220315,TOTAL,82.66347274375244
2016,IDAHO,ID,VALLEY,16085,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1913,5349,20220315,TOTAL,94.06814033664571
2016,IDAHO,ID,WASHINGTON,16087,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,776,4455,20220315,TOTAL,80.07452441655226
2016,ILLINOIS,IL,ADAMS,17001,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7676,31951,20220315,TOTAL,93.01223492243268
2016,ILLINOIS,IL,ALEXANDER,17003,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1262,2846,20220315,TOTAL,60.487982520029135
2016,ILLINOIS,IL,BOND,17005,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2068,7530,20220315,TOTAL,88.90702386312472
2016,ILLINOIS,IL,BOONE,17007,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8986,23001,20220315,TOTAL,75.24600756946369
2016,ILLINOIS,IL,BROWN,17009,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,476,2379,20220315,TOTAL,74.8306184229494
2016,ILLINOIS,IL,BUREAU,17011,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6029,16571,20220315,TOTAL,89.9794156326834
2016,ILLINOIS,IL,CALHOUN,17013,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,739,2571,20220315,TOTAL,98.27078011397131
2016,ILLINOIS,IL,CARROLL,17015,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2447,7445,20220315,TOTAL,94.85929680899461
2016,ILLINOIS,IL,CASS,17017,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1621,5124,20220315,TOTAL,79.38718662952647
2016,ILLINOIS,IL,CHAMPAIGN,17019,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,50137,91628,20220315,TOTAL,70.85204469840512
2016,ILLINOIS,IL,CHRISTIAN,17021,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3992,15459,20220315,TOTAL,95.77873563218391
2016,ILLINOIS,IL,CLARK,17023,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1877,7928,20220315,TOTAL,97.49005203550658
2016,ILLINOIS,IL,CLAY,17025,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1020,6350,20220315,TOTAL,97.20593557727109
2016,ILLINOIS,IL,CLINTON,17027,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3945,17419,20220315,TOTAL,92.06609819395159
2016,ILLINOIS,IL,COLES,17029,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7309,21863,20220315,TOTAL,91.56720435097358
2016,ILLINOIS,IL,COOK,17031,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1611946,2158615,20220315,TOTAL,43.859490728486385
2016,ILLINOIS,IL,CRAWFORD,17033,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1992,8728,20220315,TOTAL,91.92107786244134
2016,ILLINOIS,IL,CUMBERLAND,17035,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1031,5567,20220315,TOTAL,97.8910209992759
2016,ILLINOIS,IL,DEKALB,17037,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,20466,43600,20220315,TOTAL,79.71186763027768
2016,ILLINOIS,IL,DE WITT,17039,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1910,7543,20220315,TOTAL,95.73697240504801
2016,ILLINOIS,IL,DOUGLAS,17041,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1949,8169,20220315,TOTAL,92.22722722722723
2016,ILLINOIS,IL,DUPAGE,17043,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,228622,428769,20220315,TOTAL,70.4671270465164
2016,ILLINOIS,IL,EDGAR,17045,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1793,7873,20220315,TOTAL,97.66365202411714
2016,ILLINOIS,IL,EDWARDS,17047,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,434,3347,20220315,TOTAL,97.53012944502306
2016,ILLINOIS,IL,EFFINGHAM,17049,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3083,17609,20220315,TOTAL,96.82553589159511
2016,ILLINOIS,IL,FAYETTE,17051,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1819,9585,20220315,TOTAL,92.97651309846432
2016,ILLINOIS,IL,FORD,17053,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1414,6396,20220315,TOTAL,96.01590796108232
2016,ILLINOIS,IL,FRANKLIN,17055,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4727,18711,20220315,TOTAL,96.94648770253532
2016,ILLINOIS,IL,FULTON,17057,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6133,15797,20220315,TOTAL,92.79182065877148
2016,ILLINOIS,IL,GALLATIN,17059,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,657,2707,20220315,TOTAL,97.10144927536231
2016,ILLINOIS,IL,GREENE,17061,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1205,5585,20220315,TOTAL,97.34264727063228
2016,ILLINOIS,IL,GRUNDY,17063,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8065,23237,20220315,TOTAL,88.93993568104189
2016,ILLINOIS,IL,HAMILTON,17065,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,802,4166,20220315,TOTAL,97.36313113397186
2016,ILLINOIS,IL,HANCOCK,17067,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2139,9121,20220315,TOTAL,97.41938860971524
2016,ILLINOIS,IL,HARDIN,17069,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,420,2148,20220315,TOTAL,96.55092592592592
2016,ILLINOIS,IL,HENDERSON,17071,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1155,3518,20220315,TOTAL,97.2991406356568
2016,ILLINOIS,IL,HENRY,17073,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8871,24643,20220315,TOTAL,92.0908766786832
2016,ILLINOIS,IL,IROQUOIS,17075,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2504,13064,20220315,TOTAL,92.4254660475133
2016,ILLINOIS,IL,JACKSON,17077,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,11634,24617,20220315,TOTAL,75.9673187419044
2016,ILLINOIS,IL,JASPER,17079,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,924,5136,20220315,TOTAL,98.13363580119612
2016,ILLINOIS,IL,JEFFERSON,17081,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4425,16999,20220315,TOTAL,87.35931181909497
2016,ILLINOIS,IL,JERSEY,17083,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2679,10991,20220315,TOTAL,96.9371329127692
2016,ILLINOIS,IL,JO DAVIESS,17085,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4462,11334,20220315,TOTAL,95.60366875385836
2016,ILLINOIS,IL,JOHNSON,17087,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1142,6089,20220315,TOTAL,87.87156254967414
2016,ILLINOIS,IL,KANE,17089,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,103665,199314,20220315,TOTAL,59.00820736353245
2016,ILLINOIS,IL,KANKAKEE,17091,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,18971,47305,20220315,TOTAL,73.35278407037524
2016,ILLINOIS,IL,KENDALL,17093,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,24884,53447,20220315,TOTAL,74.21907683726118
2016,ILLINOIS,IL,KNOX,17095,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,10083,22243,20220315,TOTAL,85.28505829664203
2016,ILLINOIS,IL,LAKE,17097,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,171095,303520,20220315,TOTAL,65.20622293741523
2016,ILLINOIS,IL,LASALLE,17099,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,19543,49743,20220315,TOTAL,88.25620589164707
2016,ILLINOIS,IL,LAWRENCE,17101,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1290,6094,20220315,TOTAL,86.08685320501395
2016,ILLINOIS,IL,LEE,17103,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5528,15489,20220315,TOTAL,88.32394327107214
2016,ILLINOIS,IL,LIVINGSTON,17105,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4023,15269,20220315,TOTAL,89.60975609756098
2016,ILLINOIS,IL,LOGAN,17107,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3313,12401,20220315,TOTAL,87.72809767365122
2016,ILLINOIS,IL,MCDONOUGH,17109,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5288,13092,20220315,TOTAL,88.85992886054214
2016,ILLINOIS,IL,MCHENRY,17111,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,60803,141750,20220315,TOTAL,83.7491903096256
2016,ILLINOIS,IL,MCLEAN,17113,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,36196,79835,20220315,TOTAL,81.87377633099804
2016,ILLINOIS,IL,MACON,17115,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,18343,48060,20220315,TOTAL,78.38184313159036
2016,ILLINOIS,IL,MACOUPIN,17117,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6689,22360,20220315,TOTAL,96.96430440699257
2016,ILLINOIS,IL,MADISON,17119,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,50587,130179,20220315,TOTAL,86.71764172874533
2016,ILLINOIS,IL,MARION,17121,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4369,17074,20220315,TOTAL,92.44110860359561
2016,ILLINOIS,IL,MARSHALL,17123,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1789,5984,20220315,TOTAL,95.9493670886076
2016,ILLINOIS,IL,MASON,17125,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2014,6486,20220315,TOTAL,97.47715805263876
2016,ILLINOIS,IL,MASSAC,17127,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1558,6683,20220315,TOTAL,89.83083803227689
2016,ILLINOIS,IL,MENARD,17129,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1817,6515,20220315,TOTAL,96.96969696969697
2016,ILLINOIS,IL,MERCER,17131,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3071,8525,20220315,TOTAL,96.82365826944141
2016,ILLINOIS,IL,MONROE,17133,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5535,19354,20220315,TOTAL,97.0689079709925
2016,ILLINOIS,IL,MONTGOMERY,17135,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3504,12978,20220315,TOTAL,94.12038267339888
2016,ILLINOIS,IL,MORGAN,17137,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4696,14800,20220315,TOTAL,89.84443131628548
2016,ILLINOIS,IL,MOULTRIE,17139,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1481,6283,20220315,TOTAL,97.83106560689748
2016,ILLINOIS,IL,OGLE,17141,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8050,24193,20220315,TOTAL,88.64983083163543
2016,ILLINOIS,IL,PEORIA,17143,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,38060,78503,20220315,TOTAL,72.72083820391005
2016,ILLINOIS,IL,PERRY,17145,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2462,9853,20220315,TOTAL,87.08277404921701
2016,ILLINOIS,IL,PIATT,17147,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2645,9008,20220315,TOTAL,97.29212744336184
2016,ILLINOIS,IL,PIKE,17149,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1413,7530,20220315,TOTAL,96.17772367620206
2016,ILLINOIS,IL,POPE,17151,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,375,2142,20220315,TOTAL,90.71588366890381
2016,ILLINOIS,IL,PULASKI,17153,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,962,2735,20220315,TOTAL,63.901963966888495
2016,ILLINOIS,IL,PUTNAM,17155,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1147,3111,20220315,TOTAL,94.13919413919413
2016,ILLINOIS,IL,RANDOLPH,17157,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3439,14194,20220315,TOTAL,86.4290835225236
2016,ILLINOIS,IL,RICHLAND,17159,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1584,7684,20220315,TOTAL,96.55023717119448
2016,ILLINOIS,IL,ROCK ISLAND,17161,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,32298,63994,20220315,TOTAL,75.74858010383203
2016,ILLINOIS,IL,ST. CLAIR,17163,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,60756,120580,20220315,TOTAL,62.89732499925941
2016,ILLINOIS,IL,SALINE,17165,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2572,11384,20220315,TOTAL,92.36543170232409
2016,ILLINOIS,IL,SANGAMON,17167,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,40907,98373,20220315,TOTAL,82.53969057807713
2016,ILLINOIS,IL,SCHUYLER,17169,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1075,3828,20220315,TOTAL,94.94962884411453
2016,ILLINOIS,IL,SCOTT,17171,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,535,2608,20220315,TOTAL,97.96451914098972
2016,ILLINOIS,IL,SHELBY,17173,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2288,11010,20220315,TOTAL,98.02799266645799
2016,ILLINOIS,IL,STARK,17175,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,751,2743,20220315,TOTAL,97.1971971971972
2016,ILLINOIS,IL,STEPHENSON,17177,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7768,20343,20220315,TOTAL,85.12083167403743
2016,ILLINOIS,IL,TAZEWELL,17179,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,20685,64400,20220315,TOTAL,95.00051700961637
2016,ILLINOIS,IL,UNION,17181,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2402,8537,20220315,TOTAL,92.39667565139264
2016,ILLINOIS,IL,VERMILION,17183,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,10039,30570,20220315,TOTAL,80.35528330781011
2016,ILLINOIS,IL,WABASH,17185,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1151,5464,20220315,TOTAL,96.24173432660919
2016,ILLINOIS,IL,WARREN,17187,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2987,7807,20220315,TOTAL,87.99909640255267
2016,ILLINOIS,IL,WASHINGTON,17189,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1448,7427,20220315,TOTAL,96.90133188366404
2016,ILLINOIS,IL,WAYNE,17191,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1048,8261,20220315,TOTAL,97.49403341288783
2016,ILLINOIS,IL,WHITE,17193,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1412,7335,20220315,TOTAL,97.56563245823389
2016,ILLINOIS,IL,WHITESIDE,17195,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,11035,25582,20220315,TOTAL,85.92259564429553
2016,ILLINOIS,IL,WILL,17197,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,151927,300904,20220315,TOTAL,67.23788299191216
2016,ILLINOIS,IL,WILLIAMSON,17199,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8581,31852,20220315,TOTAL,91.50353391503533
2016,ILLINOIS,IL,WINNEBAGO,17201,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,55713,118376,20220315,TOTAL,72.54340154301545
2016,ILLINOIS,IL,WOODFORD,17203,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5092,19864,20220315,TOTAL,96.45665218290917
2016,INDIANA,IN,ADAMS,18001,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2805,13090,20220315,TOTAL,94.57353069473929
2016,INDIANA,IN,ALLEN,18003,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,55382,147137,20220315,TOTAL,76.48939433595345
2016,INDIANA,IN,BARTHOLOMEW,18005,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,9841,32490,20220315,TOTAL,87.00809959111389
2016,INDIANA,IN,BENTON,18007,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,860,3666,20220315,TOTAL,93.72035238310367
2016,INDIANA,IN,BLACKFORD,18009,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1243,4839,20220315,TOTAL,97.15650947830173
2016,INDIANA,IN,BOONE,18011,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,10181,32178,20220315,TOTAL,93.84004237288136
2016,INDIANA,IN,BROWN,18013,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2518,7945,20220315,TOTAL,96.844246161921
2016,INDIANA,IN,CARROLL,18015,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1892,8643,20220315,TOTAL,95.2021830811213
2016,INDIANA,IN,CASS,18017,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3759,14209,20220315,TOTAL,83.7242724426423
2016,INDIANA,IN,CLARK,18019,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,18808,51147,20220315,TOTAL,85.1721823064083
2016,INDIANA,IN,CLAY,18021,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2306,11282,20220315,TOTAL,97.23317218296764
2016,INDIANA,IN,CLINTON,18023,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2819,11936,20220315,TOTAL,85.32687214062123
2016,INDIANA,IN,CRAWFORD,18025,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1323,4593,20220315,TOTAL,96.98497152991692
2016,INDIANA,IN,DAVIESS,18027,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1800,10768,20220315,TOTAL,93.83215369059657
2016,INDIANA,IN,DEARBORN,18029,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4883,23987,20220315,TOTAL,96.88093192399145
2016,INDIANA,IN,DECATUR,18031,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2121,11127,20220315,TOTAL,96.33255633255632
2016,INDIANA,IN,DEKALB,18033,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3942,16902,20220315,TOTAL,95.69665821945385
2016,INDIANA,IN,DELAWARE,18035,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,18153,45123,20220315,TOTAL,88.14491251030415
2016,INDIANA,IN,DUBOIS,18037,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5389,19984,20220315,TOTAL,92.60426364916803
2016,INDIANA,IN,ELKHART,18039,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,20740,65630,20220315,TOTAL,77.2199697305615
2016,INDIANA,IN,FAYETTE,18041,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2252,9530,20220315,TOTAL,96.35457428842113
2016,INDIANA,IN,FLOYD,18043,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,13945,37425,20220315,TOTAL,89.17509185014347
2016,INDIANA,IN,FOUNTAIN,18045,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1476,7492,20220315,TOTAL,96.27610208816705
2016,INDIANA,IN,FRANKLIN,18047,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1969,11013,20220315,TOTAL,97.89058777667086
2016,INDIANA,IN,FULTON,18049,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1960,8374,20220315,TOTAL,93.29045882127087
2016,INDIANA,IN,GIBSON,18051,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3721,15484,20220315,TOTAL,94.7736023639674
2016,INDIANA,IN,GRANT,18053,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7010,25312,20220315,TOTAL,86.54315525042463
2016,INDIANA,IN,GREENE,18055,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2929,13801,20220315,TOTAL,97.52148349163275
2016,INDIANA,IN,HAMILTON,18057,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,57263,154256,20220315,TOTAL,86.43255429418471
2016,INDIANA,IN,HANCOCK,18059,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8904,36181,20220315,TOTAL,94.08159766863804
2016,INDIANA,IN,HARRISON,18061,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4783,18558,20220315,TOTAL,96.49425871354536
